Username,Datetime,Tweet Id,Text,Likes,Retweets,Replies,Quotes,Mentioned
glossyco,2022-01-18 14:00:31+00:00,1483439158672691207,"With land in virtual worlds like Decentraland getting bought up, fashion brands are rethinking their approach to setting up shop in the metaverse.

Story by @_Stylion_. https://t.co/paanaoQw9A",2,0,0,0,"[User(username='_Stylion_', id=398997784, displayname='Zofia Zwieglinska', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]"
glossyco,2022-01-11 14:00:48+00:00,1480902515629731843,".@Barbie and @Balmain recently collaborated on a collection featuring three NFT’s, and @Mattel previously worked with @gucci on limited edition @Hot_Wheels. Will other luxury fashion toys follow into the metaverse? @_Stylion_ has the story. #BALMAINxBARBIE https://t.co/Yn7Ha5EZrZ",2,1,0,0,"[User(username='Barbie', id=19005152, displayname='Barbie', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Balmain', id=549470860, displayname='Balmain', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Mattel', id=98458823, displayname='MATTEL', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='gucci', id=16913418, displayname='gucci', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Hot_Wheels', id=36229154, displayname='Hot Wheels', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='_Stylion_', id=398997784, displayname='Zofia Zwieglinska', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]"
glossyco,2022-01-06 14:00:54+00:00,1479090603535257603,"While CES’s anticipated IRL comeback has been muted by pandemic-driven cancellations, beauty is still present this year – both in Las Vegas and the metaverse. From @Liz__Flora. https://t.co/7MDybMHiDm",0,0,0,0,"[User(username='Liz__Flora', id=815393840, displayname='Liz Flora', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]"
glossyco,2022-01-03 20:00:34+00:00,1478093953404710917,Join this virtual event on January 26 at 1 p.m. EST to learn how brands can drive more traffic and conversation within the NFT and virtual retail space. Sponsored by @Scalefast. https://t.co/6rXpOASklG,3,2,0,0,"[User(username='Scalefast', id=4435494673, displayname='Scalefast', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]"
glossyco,2021-12-23 16:00:00+00:00,1474047146387292165,"In the third month of our fashion metaverse series, we’re looking at what brands have entered the space, why it matters and what they are bringing to the table. From @_Stylion_. https://t.co/2OOYX4Mdkb",2,0,0,0,"[User(username='_Stylion_', id=398997784, displayname='Zofia Zwieglinska', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]"
glossyco,2021-12-22 14:01:43+00:00,1473654988622675968,"This month, streetwear brands are battling it out for the biggest NFT acquisitions, and fast-fashion brands are opening up to the potential of NFTs and digital worlds. From @_Stylion_. https://t.co/MtJrGAHzjN",4,1,0,1,"[User(username='_Stylion_', id=398997784, displayname='Zofia Zwieglinska', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]"
glossyco,2021-12-13 16:30:02+00:00,1470430825313353728,L’Oréal Paris enters NFT space to support Women of Worth philanthropy https://t.co/di4vGVU30D,2,0,0,0,
glossyco,2021-12-10 18:00:12+00:00,1469366350044962816,"On the Glossy Week in Review podcast, we discussed Ralph Lauren’s metaverse ambitions, Pete Davidson’s partnership with Calvin Klein and Chanel’s Advent calendar controversy. https://t.co/T9ao1hY1Kd",0,0,0,0,
glossyco,2021-12-10 17:07:37+00:00,1469353119595257857,"This year’s British Fashion Awards had one new addition this year on the red carpet: AR digital fashion. Now, the digital accessory that was worn by multiple celebrities and designed by the Institute of Digital Fashion is being sold as an NFT. https://t.co/ZSJeQuNvyN",0,0,0,0,
glossyco,2021-12-09 20:00:24+00:00,1469034215220125696,"Partnering with fashion retailer JapanLA and city organizations like Downtown Santa Monica Inc. across the U.S., the Flickpay app is aiming to bring a digital collectible metaverse to the real world through AR. https://t.co/VWiF1TuFKp",0,0,0,0,
glossyco,2021-12-08 17:00:00+00:00,1468626428388429831,"As Art Basel Miami Beach made its pandemic comeback over the weekend, beauty brands joined the throngs of well-heeled collectors, gallerists, NFT evangelists and scenesters flocking to the event. https://t.co/7YFiHLfAqJ",0,0,0,0,
glossyco,2021-12-04 18:00:00+00:00,1467191974222614538,"In the second month of our fashion metaverse series, we are looking at what brands have entered the space, why it matters and what they are bringing to the table. https://t.co/DNRP2K287o",0,0,0,0,
glossyco,2021-12-02 19:30:00+00:00,1466489849800704005,How 3 fashion brands entered the metaverse in November https://t.co/zeuHCFMG3J,0,0,0,0,
glossyco,2021-12-02 17:00:12+00:00,1466452148795883523,"In the second month of our fashion metaverse series, we are looking at what brands have entered the space, why it matters and what they are bringing to the table. https://t.co/CI4PbeMhdI",0,0,0,0,
glossyco,2021-11-23 16:30:09+00:00,1463183094542913541,NFTs bring fashion media into the metaverse age https://t.co/sT0E0ViKaP,1,0,0,0,
glossyco,2021-11-15 16:30:31+00:00,1460284085373444098,Charlotte Tilbury steps further into the metaverse https://t.co/7gomxpyFba,0,0,0,1,
glossyco,2021-11-10 21:00:01+00:00,1458539968293490694,"Launching on Wednesday, Original Penguin will be the first fashion brand to use TikTok content as an NFT, working directly with TikTokers to support their talents. https://t.co/1bFHbLt5tY",6,2,0,0,
glossyco,2021-11-05 20:00:28+00:00,1456713041127542784,"In this week’s Glossy Week in Review podcast, we discussed fashion’s responsibility to the environment, Nike entering the metaverse and American Eagle acquiring another shipping logistics company. https://t.co/M27VFtVlba",2,0,0,0,
glossyco,2021-11-05 17:30:24+00:00,1456675276990160914,"Week in Review: COP26, Nike in the metaverse and American Eagle’s shipping acquisitions https://t.co/ylnoP9qfWo",0,0,0,0,
glossyco,2021-11-01 18:30:00+00:00,1455240726414073856,How 5 brands have launched into the metaverse since September https://t.co/bBpX6Kz5XQ,0,0,0,0,
glossyco,2021-11-01 16:00:00+00:00,1455202975832498179,"In a new series from Glossy, we are looking at what brands have entered the metaverse this past month, why it matters and what they are bringing to the table. https://t.co/ZsylNDucKz",0,0,0,0,
glossyco,2021-10-15 18:00:25+00:00,1449072687637319681,"Aiming to reset the brand image, Dolce &amp; Gabbana’s come out with an NFT collection. But is it a step in the right direction? https://t.co/VBMuVrooQu",1,2,0,1,
glossyco,2021-10-15 15:30:07+00:00,1449034860643946508,What makes the D&amp;G NFT different from the rest? https://t.co/xunpXoIpBa,0,0,0,0,
glossyco,2021-10-04 18:00:00+00:00,1445086315071086593,"Brands have dipped a toe in the digital pond in varying strategies, eager to take advantage of the boom that drives NFT collections to sell out in minutes. https://t.co/uwJUGYKpVC",12,2,0,1,
glossyco,2021-10-04 15:30:16+00:00,1445048633699733516,How fashion brands are navigating NFTs and what’s next for the metaverse https://t.co/ye0GQnMUXs,1,0,1,0,
glossyco,2021-09-20 18:00:12+00:00,1440012936215502848,"For its second season, NFT fashion and beauty event Crypto Fashion Week secured major brand partners. Since the first Crypto Fashion Week was held in February 2021, multiple mainstream fashion and beauty brands have joined the NFT wave. https://t.co/tZ7y18nogx",17,4,1,1,
glossyco,2021-07-30 18:33:01+00:00,1421177023180025868,"Following fashion brands and independent beauty founders, major beauty companies are now getting in on the NFT craze. https://t.co/5vxgjpz4xl",1,0,0,0,
glossyco,2021-07-30 15:32:01+00:00,1421131476448448524,The NFT craze now includes major beauty brands https://t.co/xmFUMYtyvT,0,0,0,0,
glossyco,2021-07-09 19:41:01+00:00,1413583991433744386,What makes a brand NFT a hit or miss? https://t.co/OyTv7M4MBt,2,0,0,0,
glossyco,2021-07-09 14:38:00+00:00,1413507737514778624,"More than a dozen nail artists, fashion and beauty brands, including multiple perfume companies, have launched non-fungible tokens (NFTs) over the past few months. E.l.f. Cosmetics was the latest to sell out of an initial NFT line in June. https://t.co/kM5GCQsBLU",2,0,0,0,
glossyco,2021-07-06 15:21:00+00:00,1412431395004297218,"The NFT market has boomed in the last six months, moving from the world of art to fashion. Brands like Gucci and designers like Jeff Staple have started selling their own virtual products. https://t.co/NJqTQJtAbN",2,0,0,0,
highsnobiety,2022-02-28 17:54:29+00:00,1498355941779165185,"If you're not wearing Balenciaga in the Metaverse, what are you even doing? https://t.co/Zmb9bNvT14",6,2,1,1,
highsnobiety,2022-02-23 21:31:06+00:00,1496598515421970432,"Reactions to BAPE's new NFT include ""Make it stop."" https://t.co/Dgk77AvX3G",5,1,1,0,
highsnobiety,2022-02-19 02:42:34+00:00,1494864959687307266,"Reactions to BAPE's new NFT include ""Make it stop."" https://t.co/EmVt9dD1km",8,2,0,1,
highsnobiety,2022-02-15 17:31:53+00:00,1493639214902173701,"This isn’t exactly a case of the giant vs. the little guy, but this fight over NFT ownership has major ramifications for the industry. https://t.co/h0RChMlKMT",12,0,0,1,
highsnobiety,2022-02-11 00:14:55+00:00,1491928701277290506,"Gucci's plunge into metaverse seems to beckon: come on in, the water's fine! https://t.co/CCbRbnqYpd",7,2,0,0,
highsnobiety,2022-02-09 04:37:34+00:00,1491270023058440193,"Philipp Plein will soon invade the metaverse with ""Plein Plaza,"" a $1.4 million plot in Decentraland. https://t.co/87BXYixIMS",5,5,0,2,
highsnobiety,2022-02-07 16:03:10+00:00,1490717784338227207,What do you love or hate about the NFT space? 🧐,10,1,12,1,
highsnobiety,2022-02-05 00:30:16+00:00,1489758237679362049,"The metaverse is a hill that Mark Zuckerberg won't stop running up. In fact, it's a hill the humanoid CEO might just die on it. https://t.co/SRt1mEEQsP",8,2,0,0,
highsnobiety,2022-02-03 23:02:57+00:00,1489373873015508993,"In this interview from our 2022 Footwear Vanguards series, we speak to Joey Khamis, who is putting his innovative designs into a whole new metaverse. https://t.co/Vr7EVX4u4k",11,4,1,1,
highsnobiety,2022-02-03 20:23:04+00:00,1489333639926198275,"After bots swatted the initial drop, Gucci and @superplastic are rearranging their NFT drop. https://t.co/z3ZC1jFwy0",6,1,0,0,"[User(username='superplastic', id=930159624178864129, displayname='SUPERPLASTIC', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]"
highsnobiety,2022-02-03 18:59:10+00:00,1489312526005329923,"The metaverse is a hill that Mark Zuckerberg won't stop running up. In fact, it's a hill the humanoid CEO might just die on it. https://t.co/fFLOlnyB7H",8,3,0,0,
highsnobiety,2022-01-30 19:13:42+00:00,1487866630688362503,Justin Bieber just purchased an NFT for $1.3 million. No big deal. https://t.co/Ev6wmxJqzG,18,4,0,4,
highsnobiety,2022-01-27 08:45:48+00:00,1486621450492645380,To the moon: Lamborghini's first NFT collection is appropriately space-themed. https://t.co/ozmC2HKcjk,20,3,0,0,
highsnobiety,2022-01-25 17:31:28+00:00,1486028962849599490,"Our Moon Boot NFT auction is closed via @SuperRare. 🤠⁠ But not to worry y'all, you can cop a pair of boots with a matching sweater tomorrow at 9 AM EST / 3 PM CET via Highsnobiety Shop.⁠ https://t.co/0iMI8y7rpT",8,1,0,1,"[User(username='SuperRare', id=980935731794403328, displayname='SuperRare 💎', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]"
highsnobiety,2022-01-24 15:40:37+00:00,1485638678080851973,"Enter our collaborative Moon Boot NFT auction now, via @SuperRare: https://t.co/CaSXvs8xh9 ⏰",2,0,0,0,"[User(username='SuperRare', id=980935731794403328, displayname='SuperRare 💎', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]"
highsnobiety,2022-01-21 00:02:40+00:00,1484315473856532483,"Blockchain has been a foundation of MCQ's creative community, so the creation of its first NFT collection makes perfect sense. https://t.co/CDwogQX1Jf",78,11,0,1,
highsnobiety,2022-01-20 19:03:27+00:00,1484240171998629902,"Highsnobiety has officially entered the NFT game. After reporting on the rise of the NFT in the fashion space, it only felt fitting that we made our own. https://t.co/cAyyjJ0A5w",8,0,1,0,
highsnobiety,2022-01-20 18:25:30+00:00,1484230622268776454,"Highsnobiety has officially entered the NFT game. After reporting on the rise of the NFT in the fashion space, it only felt fitting that we made our own. https://t.co/C53GjFQVOq",6,0,0,0,
highsnobiety,2022-01-20 18:02:53+00:00,1484224929222508549,"We've teamed up with Moon Boot and @SuperRare  to create 3 unique NFTs available January 24 at 9 AM EST / 3 PM CET. 🤠✨

With each NFT purchase you'll also cop a pair of matching moon boots, and a Highsnobiety Alpaca Sweater.

https://t.co/OQ6QgXB66G",5,0,2,1,"[User(username='SuperRare', id=980935731794403328, displayname='SuperRare 💎', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]"
highsnobiety,2022-01-20 17:58:38+00:00,1484223858311892992,"Prada's first NFT is adidas' second, and it's driven entirely by the community. https://t.co/zf4SUyosh6",10,5,0,0,
highsnobiety,2022-01-19 17:40:12+00:00,1483856834230427648,Howdy! We've teamed up with Moon Boot to take you to new frontiers via @superrare. Stay tuned for our latest NFT. 🤠🪐https://t.co/90ETIPQ9zK,3,1,0,0,"[User(username='SuperRare', id=980935731794403328, displayname='SuperRare 💎', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]"
highsnobiety,2022-01-18 19:54:15+00:00,1483528179864285184,"According to Walmart's recent trademark filings, the megastore is going metaverse. https://t.co/OIebrrH5Ne",7,3,0,0,
highsnobiety,2022-01-16 16:10:04+00:00,1482746988357722112,Edgar Plans' “Lil’ Heroes” is one of the top five hottest upcoming NFT collections to launch https://t.co/7LLEyKJ8XM,7,1,0,0,
highsnobiety,2022-01-16 15:50:55+00:00,1482742167646912513,Edgar Plans' “Lil’ Heroes” is one of the top five hottest upcoming NFT collections to launch https://t.co/54OTnUClXf,10,0,0,0,
highsnobiety,2022-01-14 14:29:17+00:00,1481996846872543232,"From Paris Hilton to Iann Dior, @superplastic brought out the big guns for its ""HEADTRIPZ"" NFT collection. https://t.co/mzS889C5ld",419,236,56,50,"[User(username='superplastic', id=930159624178864129, displayname='SUPERPLASTIC', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]"
highsnobiety,2022-01-13 02:35:29+00:00,1481454826630397954,"Someone, somewhere in Florida is currently bidding on an NFT of Melania Trump's hat and face. https://t.co/Nd6Lrglm1D",3,2,0,0,
highsnobiety,2022-01-08 09:55:40+00:00,1479753662725509121,Chains NFT is more than mere collectibles: it's turning digital accessories into IRL ice. https://t.co/BaaMrRsoBv,227,124,26,15,
highsnobiety,2022-01-03 19:54:23+00:00,1478092397255049228,Won't someone think of the poor Bored Ape NFT collectors? https://t.co/J2w1mcp8q8,26,2,6,2,
highsnobiety,2021-12-24 19:06:35+00:00,1474456489091899393,"We analyze a year that had seismic impacts for the fashion industry, from the loss of Virgil Abloh to the industry-shaking move into the metaverse. https://t.co/zF6myQyB92",5,4,1,0,
highsnobiety,2021-12-17 18:36:09+00:00,1471912114310766598,"adidas Originals has bought into Bored Ape Yacht Club and The Metaverse; now, it's dropping its own NFT collection. https://t.co/76OC4pw8me",19,4,2,1,
highsnobiety,2021-12-17 02:20:38+00:00,1471666615553073155,"adidas Originals has bought into Bored Ape Yacht Club and The Metaverse; now, it's dropping it's own NFT collection. https://t.co/uOmIeraIN9",69,15,5,4,
highsnobiety,2021-12-14 05:15:17+00:00,1470623407788236803,"Nike acquired RTFKT, signaling its desire to get into NFTs and the Metaverse. https://t.co/eEAY7GtYa2",29,7,0,1,
highsnobiety,2021-12-12 13:53:53+00:00,1470029141760172034,"Will you be taking your wedding online, into the metaverse? https://t.co/xvhQOWbBda",6,2,2,3,
highsnobiety,2021-12-11 18:25:48+00:00,1469735182689312777,"One of Kanye's personal 'DONDA' vests, a real Yeezy grail, just scooped a cool $75k at Christie's auction and it came with a free NFT. https://t.co/9TNluUwm8r",11,2,2,0,
highsnobiety,2021-12-08 17:30:01+00:00,1468633979091836934,The metaverse is getting scented. https://t.co/tNTVXrCFsO,4,4,1,1,
highsnobiety,2021-12-03 17:48:40+00:00,1466826732690976785,Jimmy Wales talks Wikipedia's first NFT. https://t.co/3xl77oGIOv,14,1,0,0,
highsnobiety,2021-12-03 13:52:44+00:00,1466767358828195842,"We're about to rock up in a full Balenciaga fit in the Metaverse, it's inevitable. https://t.co/93Ulh4udpe",13,7,0,2,
highsnobiety,2021-11-30 23:40:45+00:00,1465828177469652999,Will @Twitter finally embrace the metaverse under Parag Agrawal? https://t.co/Yrb2L55B1p,8,3,1,2,"[User(username='Twitter', id=783214, displayname='Twitter', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]"
highsnobiety,2021-11-29 13:59:35+00:00,1465319533380517903,"In the Metaverse, we don't need an iPhone. https://t.co/IuMn8FgSWs",7,1,2,1,
highsnobiety,2021-11-19 18:35:08+00:00,1461764999190302723,Givenchy hops on the NFT bandwagon. https://t.co/KpFKjvaaaU,7,2,0,0,
highsnobiety,2021-11-09 22:17:27+00:00,1458197065939537923,JW Anderson enters the metaverse. https://t.co/WrEhPcOTMn,10,8,0,2,
highsnobiety,2021-11-05 05:30:14+00:00,1456494039419834395,"Finally, a more organic approach to NFT releases. https://t.co/g8XoSULzB0",5,1,0,0,
highsnobiety,2021-11-02 19:04:39+00:00,1455611834250285060,"Sorry, but we're still skeptical about #CryptoPunks and #NFT in general https://t.co/QO5Xw6flSZ",9,4,5,0,
highsnobiety,2021-10-29 14:21:35+00:00,1454091044136566789,The legendary Japanese artist has entered the NFT space in a huge way (naturally). Read about his meta project right here. https://t.co/21ceHJjlxt,15,5,0,2,
